Name,Year,Date,Comp,Age,Event,Location,Place,Round,Time,Time_sec,Partner
SM,2013,3/4/13,Nationals,U18,MK2 1000m,Perth,2,Heat,03:41.7,221.7,Jacob Tsagaris
SM,2013,6/4/13,Nationals,U18,MK2 200m,Perth,5,Final,00:38.0,38,Jacob Tsagaris
SM,2013,5/4/13,Nationals,U18,MK2 200m,Perth,4,Semi-Final,00:36.8,36.8,Jacob Tsagaris
SM,2013,7/4/13,Nationals,U18,MK2 500m,Perth,4,Final,01:43.1,103.1,Jacob Tsagaris
SM,2014,30/3/14,Nationals,U18,MK1 1000m,Adelaide,3,Final,03:48.3,228.3,
SM,2014,30/3/14,Nationals,U18,MK1 200m,Adelaide,1,Final,00:39.4,39.4,
SM,2014,30/3/14,Nationals,U18,MK1 500m,Adelaide,1,Final,01:50.0,110,
SM,2014,30/3/14,Nationals,U18,MK2 1000m,Adelaide,4,Final,03:36.4,216.4,Isaac Lawrence
SM,2014,30/3/14,Nationals,U18,MK2 200m,Adelaide,6,Final,00:39.7,39.7,Isaac Lawrence
SM,2014,28/3/14,Nationals,U18,MK2 200m,Adelaide,3,Heat,00:38.9,38.9,Isaac Lawrence
SM,2014,30/3/14,Nationals,U18,MK2 500m,Adelaide,3,Final,01:42.7,102.7,Isaac Lawrence
SM,2015,15/3/15,Nationals,U23,MK1 1000m,SIRC,8,B Final,03:39.9,219.9,
SM,2015,14/3/15,Nationals,U23,MK1 1000m,SIRC,5,Semi-Final,03:37.9,217.9,
SM,2015,15/3/15,Nationals,U23,MK1 200m,SIRC,9,B Final,00:38.8,38.8,
SM,2015,13/3/15,Nationals,U23,MK1 200m,SIRC,4,Heat,00:38.2,38.2,
SM,2015,15/3/15,Nationals,U23,MK2 1000m,SIRC,8,Final,03:28.1,208.1,Timothy Stenlake
SM,2015,14/3/15,Nationals,U23,MK2 1000m,SIRC,2,Semi-Final,03:21.0,201,Timothy Stenlake
SM,2016,6/3/16,Nationals,U23,MK1 1000m,Perth,1,B Final,03:30.1,210.1,
SM,2016,6/3/16,Nationals,U23,MK2 1000m,Perth,6,Final,03:19.4,199.4,Tom Norton
SM,2016,28/7/16,World Champs,U23,MK2 1000m,Belarus,8,Final,03:21.8,201.8,Tom Norton
SM,2016,26/7/16,World Champs,U23,MK2 1000m,Belarus,1,Heat,03:14.5,194.5,Tom Norton
SM,2016,5/3/16,Nationals,U23,MK2 1000m,Perth,3,Semi-Final,03:14.8,194.8,Tom Norton
SM,2017,10/3/17,Nationals,U23,MK1 1000m,SIRC,3,Final,03:39.6,219.6,
SM,2017,10/3/17,Nationals,U23,MK1 500m,SIRC,3,Final,01:44.0,104,
SM,2017,10/3/17,Nationals,U23,MK1 500m,SIRC,3,Final,01:44.0,104,
SM,2017,10/3/17,Nationals,U23,MK2 1000m,SIRC,2,Final,03:22.7,202.7,Murray Stewart
SM,2017,23/8/17,World Champs,Open,MK2 500m,Czech Republic,9,Final,01:33.8,93.8,Jayden Ellis
SM,2017,22/8/17,World Champs,Open,MK2 500m,Czech Republic,3,Semi-Final,01:32.6,92.6,Jayden Ellis
SM,2018,10/3/18,Nationals,U23,MK1 1000m,SIRC,2,Final,03:31.3,211.3,
SM,2018,26/7/18,World Champs,U23,MK1 1000m,Bulgaria,2,Final,03:42.4,222.4,
SM,2018,10/3/18,Nationals,U23,MK1 200m,SIRC,6,Final,00:36.1,36.1,
SM,2018,10/3/18,Nationals,U23,MK1 500m,SIRC,1,Final,01:41.9,101.9,
SM,2018,10/3/18,Nationals,U23,MK2 1000m,SIRC,3,Final,03:13.1,193.1,Joel McKitterick
SM,2018,10/3/18,Nationals,U23,MK2 500m,SIRC,4,Final,01:32.7,92.7,Jayden Ellis
ST,2020,16/3/20,Nationals,U18,WK1 200m,SIRC,9,Final,00:47.0,47,
ST,2020,16/3/20,Nationals,U18,WK1 500m,SIRC,5,Final,02:05.4,125.4,
ST,2020,16/3/20,Nationals,U18,WK2 500m,SIRC,1,Final,01:53.9,113.9,AV
TH,2016,4/3/16,Nationals,U16,MK1 1000m,Perth,4,Heat,04:16.9,256.9,
TH,2016,5/3/16,Nationals,U16,MK1 1000m,Perth,7,Semi-Final,04:27.7,267.7,
TH,2016,4/3/16,Nationals,U16,MK1 200m,Perth,4,Heat,00:46.6,46.6,
TH,2016,5/3/16,Nationals,U16,MK1 200m,Perth,7,Semi-Final,00:47.0,47,
TH,2016,4/3/16,Nationals,U16,MK1 500m,Perth,5,Heat,02:01.7,121.7,
TH,2016,6/3/16,Nationals,U16,MK2 1000m,Perth,7,Final,04:11.7,251.7,Eli Newton
TH,2016,6/3/16,Nationals,U16,MK2 200m,Perth,5,B Final,00:43.7,43.7,Max Morgan
TH,2016,5/3/16,Nationals,U16,MK2 500m,Perth,5,Semi-Final,01:48.2,108.2,Tasman Farrell
TH,2017,10/3/17,Nationals,U18,MK1 1000m,SIRC,1,B Final,03:58.6,238.6,
TH,2017,10/3/17,Nationals,U18,MK1 200m,SIRC,1,B Final,00:41.1,41.1,
TH,2017,10/3/17,Nationals,U18,MK1 500m,SIRC,9,Final,01:57.7,117.7,
TH,2017,9/3/17,Nationals,U18,MK1 500m,SIRC,3,Semi-Final,01:51.8,111.8,
TH,2017,10/3/17,Nationals,U18,MK2 1000m,SIRC,7,Final,03:51.6,231.6,Mitchell Cronin
TH,2017,5/3/17,Nationals,U18,MK2 1000m,SIRC,4,Heat,03:50.6,230.6,Mitchell Cronin
TH,2017,10/3/17,Nationals,U18,MK2 200m,SIRC,5,Final,00:38.0,38,Mitchell Cronin
TH,2017,10/3/17,Nationals,U18,MK2 500m,SIRC,5,Final,01:47.2,107.2,Mitchell Cronin
TH,2018,26/7/18,World Champs,U18,MK1 1000m,Bulgaria,1,C Final,03:43.2,223.2,
TH,2018,10/3/18,Nationals,U18,MK1 200m,SIRC,4,Final,00:39.9,39.9,
TH,2018,9/3/18,Nationals,U18,MK1 200m,SIRC,2,Semi-Final,00:38.5,38.5,
TH,2018,10/3/18,Nationals,U18,MK1 500m,SIRC,3,Final,01:50.1,110.1,
TH,2018,10/3/18,Nationals,U18,MK2 500m,SIRC,3,Final,01:41.1,101.1,Carter Brodhurst-Hill
TH,2019,6/3/19,Nationals,U23,MK1 1000m,Perth,4,Heat,03:48.5,228.5,
TH,2019,9/3/19,Nationals,U23,MK1 1000m,Perth,7,Semi-Final,03:49.6,229.6,
TH,2019,10/3/19,Nationals,U23,MK1 500m,Perth,5,C Final,01:46.5,106.5,
TH,2019,9/3/19,Nationals,U23,MK1 500m,Perth,5,Semi-Final,01:43.5,103.5,
TH,2019,6/3/19,Nationals,U23,MK2 1000m,Perth,5,Heat,03:31.5,211.5,Liam Farrell
TH,2019,9/3/19,Nationals,U23,MK2 1000m,Perth,7,Semi-Final,03:33.6,213.6,Liam Farrell
TH,2019,6/3/19,Nationals,U23,MK2 200m,Perth,6,Heat,00:42.4,42.4,Liam Farrell
TH,2019,10/3/19,Nationals,U23,MK2 500m,Perth,6,B Final,01:38.3,98.3,Liam Farrell
TH,2019,6/3/19,Nationals,U23,MK2 500m,Perth,4,Heat,01:36.8,96.8,Liam Farrell
TK,2015,13/3/15,Nationals,U14,MK1 1000m,Perth,6,Heat,05:40.6,340.6,
TK,2015,15/3/15,Nationals,U14,MK1 200m,Perth,9,B Final,01:04.0,64,
TK,2015,14/3/15,Nationals,U14,MK1 200m,Perth,7,Semi-Final,01:03.1,63.1,
TK,2015,15/3/15,Nationals,U14,MK1 500m,Perth,8,B Final,02:46.8,166.8,
TK,2015,13/3/15,Nationals,U14,MK1 500m,Perth,4,Heat,02:40.4,160.4,
TK,2015,15/3/15,Nationals,U14,MK2 1000m,Perth,6,Final,05:24.2,324.2,Zachary Fenley
TK,2015,15/3/15,Nationals,U14,MK2 500m,Perth,6,Final,02:33.3,153.3,Zak Inkster
TK,2016,4/3/16,Nationals,U16,MK1 1000m,Perth,4,Heat,04:17.8,257.8,
TK,2016,5/3/16,Nationals,U16,MK1 1000m,Perth,7,Semi-Final,04:23.2,263.2,
TK,2016,4/3/16,Nationals,U16,MK1 200m,Perth,5,Heat,00:47.6,47.6,
TK,2016,5/3/16,Nationals,U16,MK1 200m,Perth,8,Semi-Final,00:48.1,48.1,
TK,2016,4/3/16,Nationals,U16,MK1 500m,Perth,4,Heat,02:00.3,120.3,
TK,2016,5/3/16,Nationals,U16,MK1 500m,Perth,6,Semi-Final,02:14.9,134.9,
TK,2016,6/3/16,Nationals,U16,MK2 1000m,Perth,5,B Final,04:06.4,246.4,Connor Shapcott
TK,2016,5/3/16,Nationals,U16,MK2 1000m,Perth,7,Semi-Final,04:03.6,243.6,Connor Shapcott
TK,2016,6/3/16,Nationals,U16,MK2 200m,Perth,8,B Final,00:45.6,45.6,Connor Shapcott
TK,2016,6/3/16,Nationals,U16,MK2 500m,Perth,5,B Final,02:09.0,129,Connor Shapcott
TK,2016,6/3/16,Nationals,U16,MK2 500m,Perth,8,Final,01:54.4,114.4,Connor Shapcott
TK,2017,5/3/17,Nationals,U16,MK1 1000m,SIRC,2,B Final,04:16.2,256.2,
TK,2017,10/3/17,Nationals,U16,MK1 200m,SIRC,8,Final,00:43.4,43.4,
TK,2017,9/3/17,Nationals,U16,MK1 200m,SIRC,3,Semi-Final,00:43.0,43,
TK,2017,10/3/17,Nationals,U16,MK1 500m,SIRC,3,B Final,02:01.2,121.2,
TK,2017,10/3/17,Nationals,U16,MK2 1000m,SIRC,8,Final,03:58.7,238.7,Jacob Gardner
TK,2017,10/3/17,Nationals,U16,MK2 200m,SIRC,5,Final,00:41.5,41.5,Jacob Gardner
TK,2017,5/3/17,Nationals,U16,MK2 500m,SIRC,1,Heat,01:54.7,114.7,Jacob Gardner
TK,2017,5/3/17,Nationals,U16,MK2 500m,SIRC,6,Heat,01:55.2,115.2,Jacob Gardner
TK,2018,10/3/18,Nationals,U18,MK1 1000m,SIRC,4,Final,03:45.9,225.9,
TK,2018,10/3/18,Nationals,U18,MK1 200m,SIRC,7,Final,00:40.7,40.7,
TK,2018,9/3/18,Nationals,U18,MK1 200m,SIRC,2,Semi-Final,00:39.6,39.6,
TK,2018,10/3/18,Nationals,U18,MK1 500m,SIRC,6,Final,01:50.9,110.9,
TK,2018,10/3/18,Nationals,U18,MK2 1000m,SIRC,4,Final,03:36.0,216,Daniel Peacock
TK,2018,10/3/18,Nationals,U18,MK2 200m,SIRC,6,Final,00:40.1,40.1,Daniel Peacock
TK,2018,10/3/18,Nationals,U18,MK2 500m,SIRC,6,Final,01:46.2,106.2,Daniel Peacock
TK,2019,10/3/19,Nationals,U18,MK1 1000m,Perth,2,Final,03:38.3,218.3,Jarrah Sheppard
TK,2019,10/3/19,Nationals,U18,MK1 1000m,Perth,1,Final,03:48.0,228,
TK,2019,10/3/19,Nationals,U18,MK1 200m,Perth,8,Final,00:41.5,41.5,
TK,2019,9/3/19,Nationals,U18,MK1 200m,Perth,4,Semi-Final,00:39.2,39.2,
TK,2019,10/3/19,Nationals,U18,MK1 500m,Perth,3,Final,01:46.7,106.7,
TK,2019,9/3/19,Nationals,U18,MK1 500m,Perth,1,Semi-Final,01:45.7,105.7,
TK,2019,10/3/19,Nationals,U18,MK2 200m,Perth,4,Final,00:39.1,39.1,Jarrah Sheppard
TK,2019,10/3/19,Nationals,U18,MK2 500m,Perth,3,Final,01:40.3,100.3,Jarrah Sheppard
TK,2019,9/3/19,Nationals,U18,MK2 500m,Perth,1,Semi-Final,01:40.1,100.1,Jarrah Sheppard
TK,2020,15/3/20,Nationals,U23,MK1 1000m,SIRC,7,Semi-Final,03:49.1,229.1,
TK,2020,16/3/20,Nationals,U23,MK1 500m,SIRC,3,C Final,01:47.6,107.6,
TK,2020,13/3/20,Nationals,U23,MK2 500m,SIRC,5,Heat,01:41.1,101.1,Byron Chadwick
